0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,103.619
0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,103.619
0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,103.619
0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,103.619
0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,103.619
0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,103.619

1.773,1.128,0.914,0.912,1.228,0.672,0.433,0.207,0.227,0.24,1.773,1.128,0.914,0.912,1.228,0.672,0.433,0.207,0.227,0.24,152.03
1.835,1.148,0.923,0.907,1.278,0.662,0.417,0.205,0.212,0.246,1.835,1.148,0.923,0.907,1.278,0.662,0.417,0.205,0.212,0.246,155.052
1.784,1.14,0.911,0.898,1.216,0.661,0.419,0.199,0.219,0.243,1.784,1.14,0.911,0.898,1.216,0.661,0.419,0.199,0.219,0.243,152.761
1.799,1.142,0.921,0.905,1.246,0.67,0.431,0.208,0.223,0.24,1.799,1.142,0.921,0.905,1.246,0.67,0.431,0.208,0.223,0.24,152.306
1.8,1.14,0.913,0.911,1.249,0.67,0.431,0.206,0.225,0.24,1.8,1.14,0.913,0.911,1.249,0.67,0.431,0.206,0.225,0.24,149.335
1.789,1.132,0.921,0.901,1.23,0.668,0.428,0.202,0.226,0.242,1.789,1.132,0.921,0.901,1.23,0.668,0.428,0.202,0.226,0.242,146.386
1.778,1.13,0.924,0.907,1.225,0.672,0.43,0.203,0.228,0.243,1.778,1.13,0.924,0.907,1.225,0.672,0.43,0.203,0.228,0.243,151.347
1.769,1.12,0.911,0.888,1.208,0.664,0.424,0.203,0.221,0.242,1.769,1.12,0.911,0.888,1.208,0.664,0.424,0.203,0.221,0.242,150.748
1.746,1.123,0.912,0.892,1.187,0.67,0.436,0.213,0.222,0.236,1.746,1.123,0.912,0.892,1.187,0.67,0.436,0.213,0.222,0.236,150.748
1.829,1.155,0.916,0.897,1.278,0.675,0.428,0.207,0.222,0.247,1.829,1.155,0.916,0.897,1.278,0.675,0.428,0.207,0.222,0.247,151.321
1.747,1.123,0.917,0.889,1.192,0.672,0.429,0.207,0.222,0.245,1.747,1.123,0.917,0.889,1.192,0.672,0.429,0.207,0.222,0.245,148.661
1.836,1.138,0.93,0.911,1.265,0.679,0.423,0.209,0.214,0.258,1.836,1.138,0.93,0.911,1.265,0.679,0.423,0.209,0.214,0.258,152.227
1.798,1.122,0.923,0.917,1.239,0.669,0.428,0.21,0.219,0.242,1.798,1.122,0.923,0.917,1.239,0.669,0.428,0.21,0.219,0.242,146.373
1.785,1.138,0.909,0.887,1.221,0.675,0.424,0.203,0.221,0.253,1.785,1.138,0.909,0.887,1.221,0.675,0.424,0.203,0.221,0.253,144.25
1.755,1.14,0.917,0.918,1.207,0.697,0.442,0.211,0.231,0.255,1.755,1.14,0.917,0.918,1.207,0.697,0.442,0.211,0.231,0.255,145.836
1.775,1.135,0.924,0.929,1.201,0.692,0.435,0.212,0.223,0.257,1.775,1.135,0.924,0.929,1.201,0.692,0.435,0.212,0.223,0.257,148.6
1.818,1.132,0.907,0.893,1.265,0.683,0.437,0.218,0.218,0.249,1.818,1.132,0.907,0.893,1.265,0.683,0.437,0.218,0.218,0.249,142.215
1.793,1.135,0.911,0.91,1.253,0.681,0.439,0.21,0.23,0.243,1.793,1.135,0.911,0.91,1.253,0.681,0.439,0.21,0.23,0.243,142.899
1.82,1.138,0.923,0.911,1.271,0.673,0.428,0.207,0.222,0.246,1.82,1.138,0.923,0.911,1.271,0.673,0.428,0.207,0.222,0.246,144.972
1.783,1.14,0.92,0.897,1.219,0.682,0.427,0.206,0.222,0.256,1.783,1.14,0.92,0.897,1.219,0.682,0.427,0.206,0.222,0.256,146.509
1.78,1.122,0.923,0.921,1.222,0.687,0.443,0.212,0.231,0.246,1.78,1.122,0.923,0.921,1.222,0.687,0.443,0.212,0.231,0.246,143.586

0.639,0.945,0.971,0.802,0.46,0.709,0.613,0.454,0.192,0.267,0.639,0.945,0.971,0.802,0.46,0.709,0.613,0.454,0.192,0.267,2.828
0.62,0.945,0.966,0.768,0.457,0.791,0.707,0.529,0.218,0.273,0.62,0.945,0.966,0.768,0.457,0.791,0.707,0.529,0.218,0.273,2.0
0.62,0.945,0.966,0.768,0.457,0.791,0.707,0.529,0.218,0.273,0.62,0.945,0.966,0.768,0.457,0.791,0.707,0.529,0.218,0.273,2.0
0.633,0.953,0.969,0.801,0.486,0.704,0.581,0.435,0.171,0.274,0.633,0.953,0.969,0.801,0.486,0.704,0.581,0.435,0.171,0.274,4.472
0.633,0.953,0.969,0.801,0.486,0.704,0.581,0.435,0.171,0.274,0.633,0.953,0.969,0.801,0.486,0.704,0.581,0.435,0.171,0.274,4.472
0.66,0.947,0.97,0.791,0.467,0.783,0.672,0.509,0.192,0.275,0.66,0.947,0.97,0.791,0.467,0.783,0.672,0.509,0.192,0.275,11.402
0.66,0.947,0.97,0.791,0.467,0.783,0.672,0.509,0.192,0.275,0.66,0.947,0.97,0.791,0.467,0.783,0.672,0.509,0.192,0.275,11.402
0.614,0.95,0.959,0.761,0.479,0.779,0.696,0.522,0.199,0.254,0.614,0.95,0.959,0.761,0.479,0.779,0.696,0.522,0.199,0.254,1.414
0.614,0.95,0.959,0.761,0.479,0.779,0.696,0.522,0.199,0.254,0.614,0.95,0.959,0.761,0.479,0.779,0.696,0.522,0.199,0.254,1.414
0.614,0.95,0.959,0.761,0.479,0.779,0.696,0.522,0.199,0.254,0.614,0.95,0.959,0.761,0.479,0.779,0.696,0.522,0.199,0.254,1.414
0.669,0.95,0.954,0.793,0.49,0.73,0.607,0.41,0.224,0.283,0.669,0.95,0.954,0.793,0.49,0.73,0.607,0.41,0.224,0.283,4.472
0.669,0.95,0.954,0.793,0.49,0.73,0.607,0.41,0.224,0.283,0.669,0.95,0.954,0.793,0.49,0.73,0.607,0.41,0.224,0.283,4.472
0.636,0.947,0.966,0.784,0.468,0.769,0.688,0.499,0.228,0.245,0.636,0.947,0.966,0.784,0.468,0.769,0.688,0.499,0.228,0.245,5.657
0.636,0.947,0.966,0.784,0.468,0.769,0.688,0.499,0.228,0.245,0.636,0.947,0.966,0.784,0.468,0.769,0.688,0.499,0.228,0.245,5.657
0.666,0.94,0.976,0.81,0.498,0.743,0.617,0.435,0.228,0.281,0.666,0.94,0.976,0.81,0.498,0.743,0.617,0.435,0.228,0.281,4.243
0.666,0.94,0.976,0.81,0.498,0.743,0.617,0.435,0.228,0.281,0.666,0.94,0.976,0.81,0.498,0.743,0.617,0.435,0.228,0.281,4.243
0.657,0.947,0.973,0.807,0.493,0.686,0.552,0.416,0.165,0.297,0.657,0.947,0.973,0.807,0.493,0.686,0.552,0.416,0.165,0.297,2.828
0.657,0.947,0.973,0.807,0.493,0.686,0.552,0.416,0.165,0.297,0.657,0.947,0.973,0.807,0.493,0.686,0.552,0.416,0.165,0.297,2.828
0.665,0.952,0.968,0.801,0.492,0.715,0.602,0.433,0.203,0.257,0.665,0.952,0.968,0.801,0.492,0.715,0.602,0.433,0.203,0.257,8.062
0.665,0.952,0.968,0.801,0.492,0.715,0.602,0.433,0.203,0.257,0.665,0.952,0.968,0.801,0.492,0.715,0.602,0.433,0.203,0.257,8.062
0.665,0.952,0.968,0.801,0.492,0.715,0.602,0.433,0.203,0.257,0.665,0.952,0.968,0.801,0.492,0.715,0.602,0.433,0.203,0.257,8.062

1.302,1.206,0.751,2.131,1.514,1.056,0.987,1.023,0.177,0.177,1.302,1.206,0.751,2.131,1.514,1.056,0.987,1.023,0.177,0.177,4.472
